deleted_path,kept_path,group_size
articles/2008/676-pg165.1_008.txt,articles/2008/676-pg165.1_005.txt,2
articles/2008/676-pg165.1_014.txt,articles/2008/676-pg165.1_010.txt,2
articles/2008/677-pg165.2_010.txt,articles/2008/677-pg165.2_007.txt,2
articles/2008/679-pg166.1_014.txt,articles/2008/679-pg166.1_011.txt,2
articles/2008/680-pg166.2_004.txt,articles/2008/679-pg166.1_018.txt,2
articles/2008/681-pg166.3_007.txt,articles/2008/681-pg166.3_002.txt,2
articles/2008/682-pg167.1_015.txt,articles/2008/682-pg167.1_012.txt,2
articles/2008/683-pg167.2_003.txt,articles/2008/682-pg167.1_017.txt,2
articles/2008/683-pg167.2_013.txt,articles/2008/683-pg167.2_011.txt,2
articles/2008/684-pg167.3_009.txt,articles/2008/683-pg167.2_018.txt,2
articles/2008/684-pg167.3_010.txt,articles/2008/684-pg167.3_004.txt,2
articles/2009/422-pg80.3_003.txt,articles/2009/421-pg80.2_009.txt,2
articles/2009/422-pg80.3_005.txt,articles/2009/421-pg80.2_016.txt,2
articles/2009/422-pg80.3_004.txt,articles/2009/422-pg80.3_002.txt,2
articles/2009/422-pg80.3_011.txt,articles/2009/422-pg80.3_009.txt,2
articles/2009/423-pg81.1_007.txt,articles/2009/423-pg81.1_003.txt,2
articles/2009/424-pg81.2_007.txt,articles/2009/423-pg81.1_011.txt,2
articles/2009/424-pg81.2_005.txt,articles/2009/424-pg81.2_004.txt,2
articles/2009/426-pg82.1_006.txt,articles/2009/426-pg82.1_004.txt,2
articles/2009/426-pg82.1_013.txt,articles/2009/426-pg82.1_009.txt,2
articles/2009/426-pg82.1_012.txt,articles/2009/426-pg82.1_010.txt,2
articles/2009/428-pg82.3_006.txt,articles/2009/427-pg82.2_017.txt,2
articles/2009/429-pg83.1_007.txt,articles/2009/429-pg83.1_002.txt,2
articles/2009/430-pg83.2_008.txt,articles/2009/430-pg83.2_003.txt,2
articles/2009/430-pg83.2_007.txt,articles/2009/430-pg83.2_004.txt,2
articles/2009/431-pg83.3_012.txt,articles/2009/431-pg83.3_006.txt,2
articles/2009/431-pg83.3_010.txt,articles/2009/431-pg83.3_008.txt,2
articles/2009/432-pg84.1_005.txt,articles/2009/432-pg84.1_002.txt,2
articles/2009/432-pg84.1_017.txt,articles/2009/432-pg84.1_015.txt,2
articles/2009/434-pg84.3_012.txt,articles/2009/434-pg84.3_009.txt,2
articles/2009/435-pg85.1_004.txt,articles/2009/434-pg84.3_015.txt,2
articles/2009/435-pg85.1_002.txt,articles/2009/435-pg85.1_001.txt,2
articles/2009/435-pg85.1_010.txt,articles/2009/435-pg85.1_008.txt,2
articles/2009/436-pg85.2_005.txt,articles/2009/435-pg85.1_012.txt,2
articles/2009/437-pg85.3_002.txt,articles/2009/436-pg85.2_010.txt,2
articles/2009/437-pg85.3_001.txt,articles/2009/436-pg85.2_016.txt,2
articles/2009/438-pg86.1_005.txt,articles/2009/438-pg86.1_002.txt,2
articles/2009/439-pg86.2_007.txt,articles/2009/438-pg86.1_018.txt,2
articles/2009/439-pg86.2_017.txt,articles/2009/439-pg86.2_013.txt,2
articles/2009/440-pg86.3_002.txt,articles/2009/439-pg86.2_014.txt,2
articles/2009/440-pg86.3_007.txt,articles/2009/440-pg86.3_006.txt,2
articles/2009/441-pg87.1_014.txt,articles/2009/441-pg87.1_009.txt,2
articles/2009/441-pg87.1_015.txt,articles/2009/441-pg87.1_010.txt,2
articles/2009/444-pg88.1_004.txt,articles/2009/444-pg88.1_002.txt,2
articles/2009/444-pg88.1_005.txt,articles/2009/444-pg88.1_003.txt,2
articles/2009/444-pg88.1_010.txt,articles/2009/444-pg88.1_007.txt,2
articles/2009/445-pg88.2_002.txt,articles/2009/444-pg88.1_011.txt,2
articles/2009/444-pg88.1_016.txt,articles/2009/444-pg88.1_012.txt,2
articles/2009/445-pg88.2_016.txt,articles/2009/445-pg88.2_008.txt,2
articles/2009/447-pg89.1_008.txt,articles/2009/447-pg89.1_001.txt,2
articles/2009/449-pg89.3_002.txt,articles/2009/448-pg89.2_014.txt,2
articles/2009/449-pg89.3_001.txt,articles/2009/448-pg89.2_016.txt,2
articles/2009/450-pg90.1_002.txt,articles/2009/449-pg89.3_007.txt,2
articles/2009/449-pg89.3_012.txt,articles/2009/449-pg89.3_008.txt,2
articles/2009/449-pg89.3_013.txt,articles/2009/449-pg89.3_009.txt,2
articles/2009/450-pg90.1_001.txt,articles/2009/449-pg89.3_010.txt,2
articles/2009/450-pg90.1_017.txt,articles/2009/450-pg90.1_015.txt,2
articles/2009/452-pg90.3_005.txt,articles/2009/452-pg90.3_003.txt,2
articles/2009/453-pg91.1_008.txt,articles/2009/453-pg91.1_005.txt,2
articles/2009/454-pg91.2_007.txt,articles/2009/454-pg91.2_001.txt,2
articles/2009/454-pg91.2_018.txt,articles/2009/454-pg91.2_012.txt,2
articles/2009/454-pg91.2_017.txt,articles/2009/454-pg91.2_013.txt,2
articles/2009/454-pg91.2_016.txt,articles/2009/454-pg91.2_014.txt,2
articles/2009/455-pg91.3_007.txt,articles/2009/455-pg91.3_004.txt,2
articles/2009/456-pg92.1_005.txt,articles/2009/455-pg91.3_011.txt,2
articles/2009/456-pg92.1_013.txt,articles/2009/456-pg92.1_012.txt,2
articles/2009/459-pg93.1_011.txt,articles/2009/459-pg93.1_007.txt,2
articles/2009/460-pg93.2_001.txt,articles/2009/459-pg93.1_015.txt,2
articles/2009/462-pg94.1_004.txt,articles/2009/462-pg94.1_001.txt,2
articles/2009/463-pg94.2_007.txt,articles/2009/463-pg94.2_002.txt,2
articles/2009/463-pg94.2_016.txt,articles/2009/463-pg94.2_012.txt,2
articles/2009/463-pg94.2_017.txt,articles/2009/463-pg94.2_014.txt,2
articles/2009/463-pg94.2_018.txt,articles/2009/463-pg94.2_015.txt,2
articles/2009/465-pg95.1_011.txt,articles/2009/464-pg94.3_012.txt,2
articles/2009/465-pg95.1_013.txt,articles/2009/465-pg95.1_008.txt,2
articles/2009/465-pg95.1_012.txt,articles/2009/465-pg95.1_010.txt,2
articles/2009/466-pg95.2_013.txt,articles/2009/466-pg95.2_006.txt,2
articles/2009/466-pg95.2_012.txt,articles/2009/466-pg95.2_008.txt,2
articles/2009/467-pg95.3_008.txt,articles/2009/467-pg95.3_006.txt,2
articles/2009/468-pg96.1_012.txt,articles/2009/468-pg96.1_009.txt,2
articles/2009/471-pg97.1_009.txt,articles/2009/470-pg96.3_010.txt,2
articles/2009/471-pg97.1_007.txt,articles/2009/471-pg97.1_001.txt,2
articles/2009/473-pg97.3_011.txt,articles/2009/473-pg97.3_007.txt,2
articles/2009/474-pg98.1_006.txt,articles/2009/474-pg98.1_004.txt,2
articles/2009/475-pg98.2_013.txt,articles/2009/475-pg98.2_008.txt,2
articles/2009/477-pg99.1_002.txt,articles/2009/476-pg98.3_008.txt,2
articles/2009/477-pg99.1_003.txt,articles/2009/476-pg98.3_009.txt,2
articles/2009/478-pg99.2_012.txt,articles/2009/478-pg99.2_007.txt,2
articles/2009/478-pg99.2_011.txt,articles/2009/478-pg99.2_008.txt,2
articles/2009/478-pg99.2_013.txt,articles/2009/478-pg99.2_009.txt,2
articles/2009/479-pg99.3_007.txt,articles/2009/478-pg99.2_017.txt,2
articles/2009/479-pg99.3_005.txt,articles/2009/479-pg99.3_002.txt,2
articles/2009/479-pg99.3_006.txt,articles/2009/479-pg99.3_004.txt,2
articles/2009/480-pg100.1_006.txt,articles/2009/479-pg99.3_010.txt,2
articles/2009/480-pg100.1_008.txt,articles/2009/479-pg99.3_013.txt,2
